Time Step - No.;Time Step - Repetitions;Newton Iterations;Cumulative Time - DAYS;Date;Cumulative Production Oil MSTB;Cumulative Production Gas MMSCF;Cumulative Production Water MSTB;Cumulative Injection Gas MMSCF;Cumulative Injection Water MSTB;Production Rate Oil STB/D;Production Rate Gas MSCF/D;Production Rate Water STB/D;Injection Rate Gas MSCF/D;Injection Rate Water STB/D;Gaslift Rate - MSCF/D;Cumulative Gaslift - MMSCF;Gas Oil Ratio MSCF/STB;Water Oil Ratio STB/STB;Water Cut - STB/STB;Recovery OOIP - %;Ave.Wt. Pressure Tot-PV PSIA;Ave.Wt. Pressure HCPV+ PSIA;CPU TIME - Seconds;Elapsed TIME - Seconds
396;0;3;10459.875;Wed Aug 21 00:00:00 GST 2019;23810.9;18951.7;8733.315;0;0;28975;24964.06;892.24;0;0;0;0;0.86;0.031;0.03;0.79;4685.59;4444.24;4556.7;4564.7
397;0;2;10470;Sun Sep 01 00:00:00 GST 2019;24099;19193.5;8743.176;0;0;28451.16;23879.62;973.94;0;0;0;0;0.84;0.034;0.033;0.8;4684.78;4441.38;4572.9;4580.9
398;0;4;10471;Mon Sep 02 00:00:00 GST 2019;24131.3;19215.6;8743.81;7.501;89.86;32325.99;22049.31;633.92;7501.22;89859.99;3054.07;3.054;0.68;0.02;0.019;0.8;4684.83;4441.82;4660.1;4668.1
399;0;4;10472.75;Tue Sep 03 00:00:00 GST 2019;24188.9;19255.1;8744.931;21.481;225.697;32916.78;22575.12;640.54;7988.48;77621;3252.45;8.746;0.69;0.019;0.019;0.8;4684.91;4442.42;4738.4;4746.6
400;0;6;10475.375;Fri Sep 06 00:00:00 GST 2019;24276;19315;8746.626;43.106;401.355;33179.83;22848.86;645.65;8238.17;66917.3;3354.11;17.55;0.69;0.019;0.019;0.81;4684.97;4443.07;4816.3;4824.6
401;0;4;10478;Mon Sep 09 00:00:00 GST 2019;24363.3;19375.3;8748.359;64.941;561.302;33270.15;22935.59;660.03;8317.92;60932.21;3386.58;26.44;0.69;0.02;0.019;0.81;4685.02;4443.59;4914.2;4922.5
402;0;9;10482.4;Fri Sep 13 00:00:00 GST 2019;24511.1;19484.5;8750.849;109.946;806.311;33573.79;24837.25;566.05;10228.42;55683.93;4164.43;44.764;0.74;0.017;0.017;0.81;4685.06;4444.34;4965.6;4974
403;1;7;10486.8;Tue Sep 17 00:00:00 GST 2019;24657.6;19592.7;8753.396;153.925;1041.259;33303.92;24583.09;578.9;9995.25;53397.37;4069.49;62.669;0.74;0.017;0.017;0.82;4685.1;4445.01;5033.8;5042.4
404;0;7;10491.2;Sun Sep 22 00:00:00 GST 2019;24802.3;19699.2;8755.989;196.348;1270.906;32894.26;24197.78;589.29;9641.71;52192.48;3925.55;79.942;0.74;0.018;0.018;0.82;4685.13;4445.63;5072.5;5081.2
405;1;4;10493.4;Tue Sep 24 00:00:00 GST 2019;24874.4;19752.1;8757.296;217.284;1384.925;32748.96;24061.05;593.79;9516.26;51826.57;3874.48;88.466;0.73;0.018;0.018;0.83;4685.14;4445.94;5106.2;5115
406;0;2;10495.6;Thu Sep 26 00:00:00 GST 2019;24946.2;19804.8;8758.611;238.012;1498.011;32639.49;23957.99;597.73;9421.7;51402.87;3835.98;96.905;0.73;0.018;0.018;0.83;4685.16;4446.25;5116.1;5124.9
407;0;1;10497.8;Sat Sep 28 00:00:00 GST 2019;25017.8;19857.3;8759.93;258.576;1610.003;32553.33;23876.88;599.81;9347.29;50905.53;3805.68;105.277;0.73;0.018;0.018;0.83;4685.18;4446.56;5120.9;5129.7
408;0;2;10500;Tue Oct 01 00:00:00 GST 2019;25089.3;19909.7;8761.258;279.009;1721.743;32484.48;23811.99;603.69;9287.76;50790.7;3781.44;113.597;0.73;0.019;0.018;0.83;4685.19;4446.84;5131.5;5140.3
409;0;2;10502.712;Thu Oct 03 00:00:00 GST 2019;25177.1;19974;8762.9;303.93;1858.507;32368.87;23703.03;605.23;9187.77;50421.73;3740.74;123.743;0.73;0.019;0.018;0.84;4685.21;4447.21;5148.5;5157.4
410;0;8;10505.26;Sun Oct 06 00:00:00 GST 2019;25259.2;20034.1;8764.441;327.031;1986.398;32230.49;23572.66;604.82;9068.13;50203.33;3692.03;133.148;0.73;0.019;0.018;0.84;4685.22;4447.53;5191.8;5200.7
411;0;1;10507.188;Tue Oct 08 00:00:00 GST 2019;25321.2;20079.4;8765.607;344.392;2082.655;32156.88;23503.27;604.75;9004.45;49923.45;3666.1;140.217;0.73;0.019;0.018;0.84;4685.23;4447.78;5196.7;5205.7
412;0;2;10508.95;Wed Oct 09 00:00:00 GST 2019;25377.7;20120.7;8766.672;360.143;2170.573;32079.12;23430.04;604.51;8937.25;49884.99;3638.74;146.63;0.73;0.019;0.018;0.84;4685.24;4448.01;5206.7;5215.6
413;0;2;10511.3;Sat Oct 12 00:00:00 GST 2019;25452.9;20175.6;8768.093;381.007;2287.274;32011.44;23366.22;604.56;8878.69;49662.83;3614.9;155.124;0.73;0.019;0.019;0.85;4685.26;4448.32;5217.7;5226.7
414;1;2;10513.65;Mon Oct 14 00:00:00 GST 2019;25528;20230.4;8769.514;401.75;2403.587;31951.99;23310.15;604.9;8827.25;49497.3;3593.95;163.57;0.73;0.019;0.019;0.85;4685.27;4448.62;5238.9;5247.9
415;0;1;10514.825;Tue Oct 15 00:00:00 GST 2019;25565.5;20257.7;8770.225;412.093;2461.609;31924.42;23284.16;604.94;8803.39;49383.43;3584.24;167.781;0.73;0.019;0.019;0.85;4685.28;4448.76;5243.6;5252.6
416;0;1;10516;Thu Oct 17 00:00:00 GST 2019;25603;20285.1;8770.936;422.411;2519.567;31898.47;23259.69;605.06;8780.94;49327.99;3575.1;171.981;0.73;0.019;0.019;0.85;4685.29;4448.91;5248.6;5257.7
417;0;3;10517;Fri Oct 18 00:00:00 GST 2019;25634.9;20308.3;8771.541;431.173;2571.353;31877.51;23239.9;605.37;8762.78;51786.16;3567.7;175.549;0.73;0.019;0.019;0.85;4685.29;4449.04;5269.5;5278.6
418;0;1;10518.333;Sat Oct 19 00:00:00 GST 2019;25677.3;20339.2;8772.349;442.828;2640.161;31851.99;23215.82;605.83;8740.69;51606.19;3558.71;180.294;0.73;0.019;0.019;0.85;4685.31;4449.23;5276.1;5285.2
419;0;1;10519.667;Sun Oct 20 00:00:00 GST 2019;25719.8;20370.2;8773.157;454.454;2708.81;31827.56;23192.77;606.09;8719.53;51486.42;3550.1;185.028;0.73;0.019;0.019;0.85;4685.33;4449.42;5281.4;5290.5
420;0;1;10521;Tue Oct 22 00:00:00 GST 2019;25762.2;20401.1;8773.966;466.053;2777.314;31804.73;23171.22;606.29;8699.77;51378.34;3542.05;189.75;0.73;0.019;0.019;0.86;4685.34;4449.6;5286.3;5295.5
421;0;3;10522;Wed Oct 23 00:00:00 GST 2019;25794;20424.2;8774.572;474.739;2845.5;31788.21;23155.63;606.56;8685.46;68186.2;3536.22;193.286;0.73;0.019;0.019;0.86;4685.39;4449.93;5305.7;5314.8
422;0;3;10523.8;Thu Oct 24 00:00:00 GST 2019;25851.2;20465.9;8775.665;490.331;2962.679;31761.32;23130.24;607;8662.17;65099.31;3526.74;199.635;0.73;0.019;0.019;0.86;4685.47;4450.45;5322.3;5331.4
423;0;5;10527.4;Mon Oct 28 00:00:00 GST 2019;25965.3;20549;8777.853;521.37;3186.971;31715;23086.49;607.87;8622.03;62303.41;3510.4;212.272;0.73;0.019;0.019;0.86;4685.61;4451.37;5349.2;5358.5
424;0;2;10531;Fri Nov 01 00:00:00 GST 2019;26079.4;20631.9;8780.044;552.286;3405.756;31675.47;23049.13;608.68;8587.75;60773.55;3496.44;224.859;0.73;0.019;0.019;0.87;4685.74;4452.22;5358.9;5368.1
425;0;7;10537;Thu Nov 07 00:00:00 GST 2019;26234.3;20745.3;8783.018;581.634;3657.346;25831.72;18897.95;495.68;4891.37;41931.59;1991.48;236.808;0.73;0.019;0.019;0.87;4685.79;4452.89;5404.2;5413.5
426;1;1;10543;Wed Nov 13 00:00:00 GST 2019;26389.9;20859.3;8786.003;611.499;3911.524;25931.76;18991.83;497.49;4977.52;42363.01;2026.56;248.968;0.73;0.019;0.019;0.88;4685.86;4453.6;5420.8;5430.2
427;0;6;10549;Tue Nov 19 00:00:00 GST 2019;26545.6;20973.3;8788.998;641.458;4166.777;25949.96;19008.86;499.11;4993.14;42542.12;2032.92;261.165;0.73;0.019;0.019;0.88;4685.93;4454.25;5455;5464.5
428;0;6;10555;Mon Nov 25 00:00:00 GST 2019;26701.4;21087.4;8792;671.458;4422.196;25958.02;19016.42;500.41;5000.08;42569.94;2035.74;273.38;0.73;0.019;0.019;0.89;4686;4454.92;5484.5;5494.1
429;0;3;10561;Sun Dec 01 00:00:00 GST 2019;26857.1;21201.6;8795.011;701.472;4677.341;25960.63;19018.88;501.79;5002.32;42524.16;2036.66;285.599;0.73;0.019;0.019;0.89;4686.07;4455.59;5501.5;5511.1
430;0;3;10568;Sun Dec 08 00:00:00 GST 2019;27038.9;21334.7;8798.535;736.493;4974.367;25961.3;19019.5;503.43;5002.88;42432.21;2036.89;299.858;0.73;0.019;0.019;0.9;4686.16;4456.37;5523.3;5532.9
431;1;4;10572;Thu Dec 12 00:00:00 GST 2019;27198.9;21444.7;8802.247;785.992;5144.154;40000;27492.52;927.9;12374.77;42446.74;6364.17;325.314;0.69;0.023;0.023;0.9;4686.09;4456.34;5568.6;5578.3
432;1;1;10575;Sun Dec 15 00:00:00 GST 2019;27318.9;21527.1;8805.051;823.096;5271.56;40000;27485.9;934.68;12368.11;42468.86;6360.74;344.397;0.69;0.023;0.023;0.91;4686.05;4456.37;5598.3;5608
433;0;1;10578;Wed Dec 18 00:00:00 GST 2019;27438.9;21609.6;8807.935;860.187;5398.63;40000;27481.58;961.39;12363.67;42356.75;6358.46;363.472;0.69;0.024;0.023;0.91;4685.99;4456.33;5604;5613.8
434;0;3;10580;Fri Dec 20 00:00:00 GST 2019;27518.9;21664.5;8809.906;884.896;5483.397;40000;27472.24;985.46;12354.3;42383.21;6353.64;376.179;0.69;0.025;0.024;0.91;4685.95;4456.34;5620.6;5630.4
435;0;1;10582;Sun Dec 22 00:00:00 GST 2019;27598.9;21719.5;8811.909;909.606;5568.007;40000;27473.32;1001.56;12355.32;42305.11;6354.16;388.888;0.69;0.025;0.024;0.92;4685.91;4456.36;5625.8;5635.6
436;0;2;10584;Tue Dec 24 00:00:00 GST 2019;27678.9;21774.4;8813.952;934.313;5652.626;40000;27471.46;1021.69;12353.41;42309.34;6353.18;401.594;0.69;0.026;0.025;0.92;4685.88;4456.36;5637.6;5647.5
437;0;3;10585;Wed Dec 25 00:00:00 GST 2019;27718.9;21801.9;8814.985;946.664;5686.353;40000;27469.38;1032.14;12351.31;33727.33;6352.1;407.946;0.69;0.026;0.025;0.92;4685.83;4456.28;5657.5;5667.4
438;0;1;10586.75;Thu Dec 26 00:00:00 GST 2019;27788.9;21849.9;8816.819;968.28;5746.108;40000;27469.76;1048.08;12351.65;34145.59;6352.27;419.063;0.69;0.026;0.026;0.92;4685.76;4456.14;5663.3;5673.2
439;0;2;10589.375;Sun Dec 29 00:00:00 GST 2019;27893.9;21922;8819.632;1000.702;5839.041;40000;27469.53;1071.57;12351.35;35403.2;6352.12;435.737;0.69;0.027;0.026;0.93;4685.66;4455.94;5674.7;5684.6
440;0;2;10592;Wed Jan 01 00:00:00 GST 2020;27998.9;21994.2;8822.505;1033.126;5934.912;40000;27470.35;1094.65;12352.09;36522.28;6352.51;452.412;0.69;0.027;0.027;0.93;4685.57;4455.78;5685.5;5695.4
441;0;5;10593;Thu Jan 02 00:00:00 GST 2020;28073.6;22045.5;8824.808;1066.624;5975.912;74712.83;51301.97;2303.12;33497.52;41000;19380.71;471.793;0.69;0.031;0.03;0.93;4685.47;4455.44;5883.4;5893.6
442;0;1;10595;Sat Jan 04 00:00:00 GST 2020;28219.9;22145.1;8829.58;1130.941;6057.912;73160.18;49843.99;2386.08;32158.75;41000;18606.13;509.005;0.68;0.033;0.032;0.94;4685.29;4454.89;5889.9;5900.1
443;0;1;10597;Mon Jan 06 00:00:00 GST 2020;28363.5;22242.2;8834.478;1192.875;6139.912;71778.12;48545.81;2449.05;30966.62;41000;17916.4;544.838;0.68;0.034;0.033;0.94;4685.11;4454.36;5897.1;5907.4
444;0;5;10598;Tue Jan 07 00:00:00 GST 2020;28433.8;22289.4;8836.959;1222.575;6180.912;70308.65;47166.8;2480.33;29700.31;41000;10935.11;555.773;0.67;0.035;0.034;0.94;4685.02;4454.09;5932.4;5942.7
445;1;1;10599;Wed Jan 08 00:00:00 GST 2020;28503.4;22335.9;8839.458;1251.657;6221.912;69591.54;46493.21;2498.75;29081.7;41000;10707.35;566.48;0.67;0.036;0.035;0.95;4684.93;4453.84;5950;5960.3
446;0;7;10601;Fri Jan 10 00:00:00 GST 2020;28640.9;22427.3;8844.511;1308.409;6303.912;68773.9;45725.25;2526.53;28376.35;41000;10447.65;587.376;0.66;0.037;0.035;0.95;4684.76;4453.34;5993.2;6003.6
447;0;1;10604;Mon Jan 13 00:00:00 GST 2020;28845.2;22562.6;8852.149;1391.756;6426.912;68085.31;45078.62;2546.02;27782.42;41000;10228.98;618.063;0.66;0.037;0.036;0.96;4684.51;4452.62;5999.1;6009.5
448;2;2;10604.75;Mon Jan 13 00:00:00 GST 2020;28896.1;22596.3;8854.062;1412.497;6457.662;67936.45;44938.89;2551.65;27654.05;41000;10181.72;625.699;0.66;0.038;0.036;0.96;4684.44;4452.41;6031.5;6042
449;0;2;10606.062;Wed Jan 15 00:00:00 GST 2020;28985;22655;8857.417;1448.557;6511.475;67727.94;44743.12;2556.08;27474.22;41000;10115.51;638.976;0.66;0.038;0.036;0.96;4684.32;4452.1;6042.9;6053.4
450;0;4;10608.031;Fri Jan 17 00:00:00 GST 2020;29117.9;22742.6;8862.455;1502.228;6592.193;67481;44511.34;2559;27261.3;41000;10037.11;658.736;0.66;0.038;0.037;0.97;4684.15;4451.63;6066.3;6076.9
451;0;4;10610;Sun Jan 19 00:00:00 GST 2020;29250.3;22829.9;8867.495;1555.552;6672.912;67276.89;44319.79;2559.95;27085.33;41000;9972.33;678.369;0.66;0.038;0.037;0.97;4683.99;4451.18;6086.8;6097.4
452;0;5;10612.6;Tue Jan 21 00:00:00 GST 2020;29424.7;22944.6;8874.151;1625.476;6779.512;67054.87;44111.47;2559.97;26893.95;41000;9901.86;704.114;0.66;0.038;0.037;0.98;4683.76;4450.58;6118.7;6129.4
453;0;6;10615.2;Fri Jan 24 00:00:00 GST 2020;29598.5;23058.8;8880.805;1694.976;6886.112;66865.67;43933.98;2559.36;26730.89;41000;9841.83;729.703;0.66;0.038;0.037;0.98;4683.54;4450;6152.1;6162.9
454;0;1;10617.8;Sun Jan 26 00:00:00 GST 2020;29771.9;23172.6;8887.456;1764.107;6992.712;66700.86;43779.33;2557.78;26588.81;41000;9789.52;755.155;0.66;0.038;0.037;0.99;4683.32;4449.43;6157.7;6168.4
455;0;3;10620.4;Wed Jan 29 00:00:00 GST 2020;29945;23286.1;8894.108;1832.907;7099.312;66553.13;43640.84;2558.43;26461.56;41000;9742.67;780.486;0.66;0.038;0.037;1;4683.1;4448.85;6176.7;6187.5
456;0;3;10623;Sat Feb 01 00:00:00 GST 2020;30117.7;23399.2;8900.761;1901.411;7205.912;66420.69;43516.66;2558.87;26347.46;41000;9700.66;805.708;0.66;0.039;0.037;1;4682.88;4448.28;6194.7;6205.5
457;0;7;10627.356;Wed Feb 05 00:00:00 GST 2020;30406.2;23588;8911.914;2015.456;7384.508;66227.84;43335.86;2560.41;26181.34;41000;9639.49;847.698;0.65;0.039;0.037;1.01;4682.5;4447.35;6245.5;6256.4
458;0;4;10631.599;Sun Feb 09 00:00:00 GST 2020;30686.5;23771.2;8922.789;2125.933;7558.471;66060.84;43179.3;2563.01;26037.49;41000;9586.53;888.373;0.65;0.039;0.037;1.02;4682.14;4446.45;6271;6281.9
459;2;3;10632.449;Mon Feb 10 00:00:00 GST 2020;30742.3;23807.8;8924.967;2147.991;7593.322;65677.03;43064.33;2562.41;25948.79;41000;9553.87;896.494;0.66;0.039;0.038;1.02;4682.07;4446.27;6326;6337.1
460;0;3;10634.149;Wed Feb 12 00:00:00 GST 2020;30854;23881;8929.326;2192.046;7663.026;65723.12;43031.77;2564.02;25913.63;41000;9540.93;912.715;0.65;0.039;0.038;1.03;4681.92;4445.92;6342.6;6353.7
461;0;8;10636.672;Fri Feb 14 00:00:00 GST 2020;31019.7;23989.4;8935.802;2257.246;7766.466;65660.53;42955.84;2566.82;25842.66;41000;9514.8;936.72;0.65;0.039;0.038;1.03;4681.71;4445.41;6388.1;6399.3
462;0;1;10639.738;Mon Feb 17 00:00:00 GST 2020;31220.7;24120.8;8943.678;2336.209;7892.156;65564.73;42863.94;2569.13;25758.07;41000;9483.65;965.793;0.65;0.039;0.038;1.04;4681.45;4444.81;6393.8;6405
463;1;5;10641.27;Wed Feb 19 00:00:00 GST 2020;31321.1;24186.4;8947.62;2375.628;7955;65521.55;42819.26;2571.98;25716.71;41000;9468.43;980.306;0.65;0.039;0.038;1.04;4681.32;4444.49;6445.2;6456.5
464;0;1;10643.953;Fri Feb 21 00:00:00 GST 2020;31496.6;24301.1;8954.525;2444.424;8064.978;65437.43;42743.59;2574.41;25647.41;41000;9442.91;1005.636;0.65;0.039;0.038;1.05;4681.09;4443.97;6451;6462.3
465;0;2;10646.635;Mon Feb 24 00:00:00 GST 2020;31671.9;24415.5;8961.441;2513.044;8174.956;65358.05;42671.67;2578.05;25581.48;41000;9418.64;1030.9;0.65;0.039;0.038;1.05;4680.86;4443.44;6462.4;6473.8
466;0;2;10649.318;Thu Feb 27 00:00:00 GST 2020;31847.1;24529.8;8968.367;2581.493;8284.934;65281.78;42602.53;2581.97;25518.11;41000;9395.3;1056.102;0.65;0.04;0.038;1.06;4680.63;4442.91;6475.9;6487.3
467;1;2;10650.659;Fri Feb 28 00:00:00 GST 2020;31934.6;24586.9;8971.832;2615.675;8339.923;65237.59;42567.01;2583.63;25485.88;41000;9383.44;1068.687;0.65;0.04;0.038;1.06;4680.52;4442.65;6505.6;6517
468;0;2;10652;Sun Mar 01 00:00:00 GST 2020;32022;24643.9;8975.299;2649.816;8394.912;65202.98;42534.36;2585.09;25455.86;41000;9372.38;1081.257;0.65;0.04;0.038;1.06;4680.41;4442.39;6515.5;6526.9
469;1;2;10653.341;Mon Mar 02 00:00:00 GST 2020;32109.4;24700.9;8978.769;2683.918;8449.901;65167.73;42502.02;2587.39;25426.19;41000;9361.46;1093.813;0.65;0.04;0.038;1.07;4680.29;4442.13;6552.5;6564
470;0;4;10656.024;Thu Mar 05 00:00:00 GST 2020;32284;24814.8;8985.722;2751.967;8559.879;65099.47;42439.69;2592.11;25369.02;41000;9340.41;1118.868;0.65;0.04;0.038;1.07;4680.06;4441.62;6576.6;6588.1
471;0;4;10659.822;Sun Mar 08 00:00:00 GST 2020;32531;24975.7;8995.591;2848.049;8715.635;65007.56;42355.66;2597.74;25291.95;41000;9312.03;1154.243;0.65;0.04;0.038;1.08;4679.74;4440.89;6599.6;6611.2
472;0;1;10663.458;Thu Mar 12 00:00:00 GST 2020;32767;25129.4;9005.055;2939.742;8864.69;64923.71;42278.81;2603.28;25221.44;41000;9286.08;1188.003;0.65;0.04;0.039;1.09;4679.43;4440.21;6606.5;6618.2
473;1;5;10665.276;Sat Mar 14 00:00:00 GST 2020;32885;25206.2;9009.795;2985.529;8939.218;64897.42;42244.12;2607.75;25188.86;41000;9274.08;1204.861;0.65;0.04;0.039;1.09;4679.27;4439.85;6654.6;6666.3
474;0;1;10668.457;Tue Mar 17 00:00:00 GST 2020;33091.2;25340.4;9018.104;3065.468;9069.641;64823.87;42179.5;2612;25129.78;41000;9252.33;1234.293;0.65;0.04;0.039;1.1;4679;4439.27;6660.4;6672.1
475;0;7;10671.638;Fri Mar 20 00:00:00 GST 2020;33297.2;25474.3;9026.436;3145.225;9200.065;64755.17;42116.88;2619.18;25072.35;41000;9231.18;1263.658;0.65;0.04;0.039;1.11;4678.71;4438.64;6697;6708.9
476;0;6;10674.819;Mon Mar 23 00:00:00 GST 2020;33503;25608.1;9034.787;3224.808;9330.489;64690.49;42057.34;2625.17;25017.7;41000;9211.06;1292.959;0.65;0.041;0.039;1.11;4678.44;4438.05;6731.5;6743.4
477;0;1;10678;Fri Mar 27 00:00:00 GST 2020;33708.6;25741.7;9043.153;3304.222;9460.912;64628.12;41999.58;2630.13;24964.68;41000;9191.54;1322.198;0.65;0.041;0.039;1.12;4678.17;4437.48;6737.5;6749.4
478;0;4;10680.5;Sun Mar 29 00:00:00 GST 2020;33869.9;25846.5;9049.743;3366.441;9563.412;64537.97;41915.48;2635.93;24887.42;41000;9163.1;1345.105;0.65;0.041;0.039;1.13;4677.95;4437;6763;6775
479;0;6;10683;Wed Apr 01 00:00:00 GST 2020;34031.1;25951.1;9056.346;3428.515;9665.912;64470.86;41852.84;2641.12;24829.88;41000;9141.91;1367.96;0.65;0.041;0.039;1.13;4677.73;4436.54;6796.3;6808.3
480;0;3;10687.5;Sun Apr 05 00:00:00 GST 2020;34337.1;26149.9;9067.788;3428.515;9885.287;68000;44165.97;2542.77;0;48750;30375;1504.648;0.65;0.037;0.036;1.14;4677.25;4434.97;6827.9;6840
481;0;3;10692;Fri Apr 10 00:00:00 GST 2020;34643.1;26349.1;9079.168;3428.515;10104.7;68000;44258.6;2528.69;0;48750;30375;1641.335;0.65;0.037;0.036;1.15;4676.75;4433.3;6848.2;6860.3
482;0;4;10699;Fri Apr 17 00:00:00 GST 2020;35119.1;26655;9099.535;3609.681;10454.1;68000;43706.01;2909.62;25880.86;49926.03;12375;1727.96;0.64;0.043;0.041;1.17;4676.17;4432.17;6887.8;6900
483;1;11;10702.5;Mon Apr 20 00:00:00 GST 2020;35337.2;26782.8;9110.516;3609.681;10637.9;62313.6;36513.2;3137.44;0;52500;19125;1794.898;0.59;0.05;0.048;1.17;4675.85;4431.3;7110.4;7122.9
484;0;7;10707.75;Sat Apr 25 00:00:00 GST 2020;35694.2;27013;9126.468;3609.681;10913.5;68000;43848.43;3038.53;0;52500;30375;1954.366;0.64;0.045;0.043;1.19;4675.3;4429.63;7171.3;7184
485;0;4;10713;Fri May 01 00:00:00 GST 2020;36051.2;27243.1;9140.34;3609.681;11189.1;68000;43835.92;2642.14;0;52500;30375;2113.835;0.64;0.039;0.037;1.2;4674.75;4427.96;7203.9;7216.6
486;0;3;10718;Wed May 06 00:00:00 GST 2020;36401.2;27469;9154.129;3609.681;11451.6;70000;45181.57;2757.83;0;52500;30375;2265.71;0.65;0.039;0.038;1.21;4674.21;4426.24;7235.8;7248.5
487;0;2;10723;Mon May 11 00:00:00 GST 2020;36751.2;27694.4;9167.99;3731.402;11700.9;70000;45068.42;2772.16;24344.21;49856.76;30375;2417.585;0.64;0.04;0.038;1.22;4673.75;4425.28;7252.2;7264.9
488;0;14;10730;Mon May 18 00:00:00 GST 2020;37241.2;28011.7;9186.27;3918.761;12067.1;70000;45332.46;2611.49;26765.59;52315.99;0;2417.585;0.65;0.037;0.036;1.24;4673.2;4424.21;7538.1;7551.1
489;1;7;10733.5;Thu May 21 00:00:00 GST 2020;37486.2;28168.3;9196.061;4014.379;12250.9;70000;44750.75;2797.49;27319.29;52500;4071.15;2431.834;0.64;0.04;0.038;1.25;4672.93;4423.72;7771.9;7785.2
490;0;2;10737;Mon May 25 00:00:00 GST 2020;37731.2;28321.9;9206.179;4106.976;12434.6;70000;43885.17;2890.71;26456.18;52500;10104.19;2467.199;0.63;0.041;0.04;1.25;4672.65;4423.19;7788.3;7801.7
491;0;4;10740.5;Thu May 28 00:00:00 GST 2020;37976.2;28475.9;9216.276;4199.959;12618.4;70000;43996.18;2884.9;26566.69;52500;10148.14;2502.717;0.63;0.041;0.04;1.26;4672.38;4422.72;7811.7;7825.1
492;0;3;10744;Mon Jun 01 00:00:00 GST 2020;38221.2;28631.4;9226.269;4294.41;12802.1;70000;44418.24;2855.26;26985.92;52500;10306.97;2538.792;0.63;0.041;0.039;1.27;4672.1;4422.26;7834;7847.5
493;0;4;10747;Thu Jun 04 00:00:00 GST 2020;38437.2;28767.1;9235.524;4377.39;12959.6;72000;45240.87;3084.88;27659.97;52500;10565.65;2570.489;0.63;0.043;0.041;1.28;4671.85;4421.78;7869.1;7882.6
494;0;4;10750;Sun Jun 07 00:00:00 GST 2020;38653.2;28903.2;9244.847;4460.764;13117.1;72000;45374.67;3107.62;27791.45;52500;10616.36;2602.338;0.63;0.043;0.041;1.28;4671.6;4421.32;7896.2;7909.8
495;0;4;10753;Wed Jun 10 00:00:00 GST 2020;38869.2;29039;9254.24;4543.78;13274.6;72000;45254.44;3130.93;27671.96;52500;10570.95;2634.051;0.63;0.043;0.042;1.29;4671.35;4420.85;7923.4;7937.1
496;0;2;10754;Thu Jun 11 00:00:00 GST 2020;38941.2;29084.1;9257.37;4571.273;13330.9;72000;45073.34;3130.54;27493.29;56250;10502.74;2644.553;0.63;0.043;0.042;1.29;4671.27;4420.72;7940.1;7953.7
497;0;2;10755;Fri Jun 12 00:00:00 GST 2020;39013.2;29129.1;9260.501;4598.766;13390.9;72000;45073.02;3131.16;27492.96;60000;10502.55;2655.056;0.63;0.043;0.042;1.3;4671.2;4420.61;7956.4;7970.1
498;0;2;10757;Sun Jun 14 00:00:00 GST 2020;39157.2;29219.3;9266.775;4653.73;13510.9;72000;45062.23;3136.72;27482.2;60000;10498.44;2676.053;0.63;0.044;0.042;1.3;4671.06;4420.42;7971.6;7985.3
499;0;2;10759.912;Tue Jun 16 00:00:00 GST 2020;39366.8;29350.5;9275.94;4733.723;13685.6;72000;45048.69;3147.47;27468.69;60000;10493.29;2706.611;0.63;0.044;0.042;1.31;4670.86;4420.12;7985.7;7999.5
500;0;2;10764.608;Sun Jun 21 00:00:00 GST 2020;39705;29561.8;9290.819;4862.529;13967.4;72000;45009;3168.31;27429.12;60000;10478.25;2755.816;0.63;0.044;0.042;1.32;4670.53;4419.65;8000.1;8013.9
501;0;7;10774;Wed Jul 01 00:00:00 GST 2020;40381.2;29980.4;9320.993;5115.982;14530.9;71998.56;44565.47;3212.78;26986.34;60000;10319.31;2852.734;0.62;0.045;0.043;1.34;4669.85;4418.65;8059.6;8073.5
502;1;9;10778.25;Sun Jul 05 00:00:00 GST 2020;40691.4;30171.1;9335.283;5231.706;14785.9;73000;44881.24;3362.33;27229.24;60000;10421.93;2897.027;0.61;0.046;0.044;1.35;4669.52;4418.13;8170.8;8184.9
503;1;2;10781.438;Wed Jul 08 00:00:00 GST 2020;40924.1;30316.1;9345.896;5320.432;14977.1;73000;45492.09;3329.68;27835.35;60000;10633.85;2930.923;0.62;0.046;0.044;1.36;4669.28;4417.77;8225.5;8239.6
504;0;5;10784.625;Sat Jul 11 00:00:00 GST 2020;41156.8;30460.7;9356.2;5408.74;15168.4;72999.95;45357.9;3232.43;27704.7;60000;10583.55;2964.658;0.62;0.044;0.042;1.37;4669.05;4417.42;8260.7;8274.8
505;0;2;10787.812;Tue Jul 14 00:00:00 GST 2020;41389.5;30606.1;9366.184;5497.805;15359.6;73000;45602.42;3132.47;27941.99;60000;10674.73;2998.684;0.62;0.043;0.041;1.38;4668.81;4417.08;8274.7;8288.9
506;0;5;10791;Sat Jul 18 00:00:00 GST 2020;41622.2;30750.5;9376.468;5586.001;15550.9;73000;45323.88;3226.12;27669.15;60000;10571.91;3032.382;0.62;0.044;0.042;1.38;4668.58;4416.73;8310;8324.2
